english;french;italian;japanese;portuguese;russian;spanish;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
colic;coliques;colica;疝痛;cólica;колика;cólico;0;0;0;0;0;0;0;0
collaborator;collaborateur;collaboratore;協力者;colaborador;сотрудник;colaborador;0;0;0;0;0;0;0;1
collapse;effondrer;crollo;崩壊;colapso;коллапс;colapso;0;0;1;1;0;1;0;0
collar;collier;collare;襟;colarinho;воротник;collar;0;0;0;0;0;0;0;0
collate;collationner;fascicolare;照合する;coletar;сличать;cotejar;0;0;0;0;0;0;0;0
collateral;collatéral;collaterale;担保;colateral;обеспечение;colateral;0;0;0;0;0;0;0;1
collation;collation;confronto;照合;colação;сличение;colación;0;0;0;0;0;0;0;0
colleague;collègue;collega;同僚;colega;коллега;colega;0;0;0;0;0;0;0;0
collect;collecte;raccogliere;集める;recolher;собирать;recoger;0;0;0;0;0;0;0;0
collected;recueilli;raccolto;集めました;coletado;собранный;recogido;0;0;0;0;0;0;0;0
collection;collection;collezione;コレクション;coleção;коллекция;colección;0;0;0;0;0;0;0;0
collective;collectif;collettivo;集団;coletivo;коллектив;colectivo;0;0;0;0;0;0;0;0
collectively;collectivement;collettivamente;集合的に;coletivamente;коллективно;colectivamente;0;0;0;0;0;0;0;1
collector;collectionneur;collettore;コレクタ;colecionador;коллектор;coleccionista;0;0;0;0;0;0;0;0
college;Université;Università;カレッジ;Faculdade;колледж;Universidad;0;0;0;0;0;0;0;0
collegiate;collégial;collegiato;大学生;colegial;коллегиальный;colegial;0;0;0;0;0;0;0;0
collide;entrer en collision;entrare in collisione;衝突する;colidir;сталкиваться;chocar;0;0;0;0;0;0;0;0
collie;colley;collie;コリー;collie;колли;collie;0;0;0;0;0;0;0;0
collision;collision;collisione;衝突;colisão;столкновение;colisión;1;0;0;0;0;0;0;0
collocation;collocation;collocazione;コロケーション;colocação;словосочетание;colocación;0;0;0;0;0;0;0;0
colloquial;familier;colloquiale;口語;coloquial;разговорный;coloquial;0;0;0;0;0;0;0;0
collusion;connivence;collusione;共謀;conluio;сговор;colusión;1;0;1;1;0;1;0;0
colon;côlon;colon;結腸;cólon;двоеточие;colon;0;0;0;0;0;0;0;0
colonel;colonel;colonnello;大佐;coronel;полковник;coronel;0;0;0;0;0;0;0;1
colonial;colonial;coloniale;コロニアル;colonial;колониальный;colonial;0;0;0;0;0;0;0;0
colony;colonie;colonia;コロニー;colônia;колония;colonia;0;0;0;0;0;0;0;0
colophon;colophon;colofone;コロフォン;colofão;колофон;colofón;0;0;0;0;0;0;0;0
color;Couleur;colore;色;cor;цвет;color;0;0;0;0;0;0;0;0
coloration;coloration;colorazione;着色;coloração;окраска;coloración;0;0;0;0;0;0;0;0
colored;coloré;colorato;着色;colori;цветной;de colores;0;0;0;0;0;0;0;0
coloring;coloration;colorazione;着色;coloração;раскраска;colorante;0;0;0;0;0;0;0;0
colorless;incolore;incolore;無色;incolor;бесцветный;incoloro;0;0;0;0;0;0;0;0
colors;couleurs;colori;色;cores;цвета;colores;0;0;0;0;0;0;0;0
colossal;colossal;colossale;巨大;colossal;колоссальный;colosal;0;0;0;0;0;0;0;0
colt;poulain;puledro;コルト;potro;жеребенок;potro;0;0;0;0;0;0;0;0
column;colonne;colonna;カラム;coluna;колонка;columna;0;0;0;0;0;0;0;0
columnar;de colonne;colonnare;円柱;colunar;столбчатый;de columna;0;0;0;0;0;0;0;0
coma;coma;coma;コマ;coma;кома;coma;0;0;0;1;0;1;0;0
comatose;comateux;comatoso;昏睡;comatosa;коматозный;comatoso;0;0;0;1;0;1;0;0
comb;peigne;pettine;櫛;pente;расческа;peine;0;0;0;0;0;0;0;0
combat;combat;combattere;戦闘;combate;бой;combate;1;0;0;1;0;0;0;0
combatant;combattant;combattente;戦闘員;combatente;строевой;combatiente;1;0;0;1;0;0;0;0
combative;combatif;combattivo;戦闘的;combativo;драчливый;combativo;1;0;0;1;0;0;0;0
combination;combinaison;combinazione;組み合わせ;combinação;сочетание;combinación;0;0;0;0;0;0;0;0
combinatorial;combinatoire;combinatoria;コンビナトリアル;combinatório;комбинаторный;combinacional;0;0;0;0;0;0;0;0
combine;combiner;combinare;結合する;combinar;скомбинировать;combinar;0;0;0;0;0;0;0;0
combined;combiné;combinato;結合された;combinado;комбинированный;conjunto;0;0;0;0;0;0;0;0
combustible;combustible;combustibile;燃える;combustível;горючий;combustible;0;0;0;0;0;0;0;0
combustion;la combustion;combustione;燃焼;combustão;сгорание;combustión;0;0;0;0;0;0;0;0
comedy;comédie;commedia;コメディー;comédia;комедия;comedia;0;0;0;0;0;0;0;0
comet;comète;cometa;彗星;cometa;комета;cometa;0;0;0;0;0;0;0;0
comfort;confort;comfort;快適;conforto;комфорт;comodidad;0;1;0;0;1;0;0;1
comforter;consolateur;consolatore;慰める;edredador;утешитель;edredón;0;0;0;0;0;0;0;0
comic;bande dessinée;comico;漫画;quadrinho;комический;cómic;0;0;0;0;0;0;0;0
comical;comique;comico;コミカル;cômico;комичный;cómico;0;0;0;0;0;0;0;0
coming;venir;venuta;到来;chegando;приход;viniendo;0;1;0;0;0;0;0;0
comma;virgule;virgola;コンマ;vírgula;запятая;coma;0;0;0;0;0;0;0;0
command;commander;comando;コマンド;comando;команда;mando;0;0;0;0;0;0;0;0
commandant;commandant;comandante;司令官;comandante;комендант;comandante;0;0;0;0;0;0;0;1
commander;le commandant;comandante;指揮官;comandante;командир;comandante;0;0;0;0;0;0;0;0
commanding;commandant;comandante;指揮;comandando;командующий;dominante;0;0;0;0;0;0;0;1
commemorate;commémorer;commemorare;記念碑;comemorar;почтить память;conmemorar;0;1;0;0;1;1;0;0
commemoration;commémoration;commemorazione;記念;comemoração;поминовение;conmemoración;0;1;0;0;1;0;0;0
commemorative;commémoratif;commemorativo;記念;comemorativo;памятный;conmemorativo;0;1;0;0;0;0;0;0
commence;commencer;cominciare;始める;começar;начинать;comenzar;0;0;0;0;0;0;0;0
commend;saluer;lodare;賞賛する;recomendar;рекомендовать;elogiar;0;0;0;0;0;0;0;0
commendable;louable;lodevole;立派な;louvável;похвальный;recomendable;0;0;0;0;1;0;0;1
commensurate;commensurable;commisurato;相応しい;proporcional;соизмеримый;conmensurar;0;0;0;0;0;0;0;0
comment;commentaire;commento;コメント;Comente;комментарий;comentario;0;0;0;0;0;0;0;0
commentary;commentaire;commento;解説;comentário;комментарий;comentario;0;0;0;0;0;0;0;0
commentator;commentateur;commentatore;コメンテーター;comentarista;комментатор;comentarista;0;0;0;0;0;0;0;0
commerce;Commerce;commercio;コマース;comércio;коммерция;comercio;0;0;0;0;0;0;0;1
commercial;commercial;commerciale;商業の;comercial;коммерческая;comercial;0;0;0;0;0;0;0;0
commissary;commissaire;commissario;代理人;comissário;интендант;comisario;0;0;0;0;0;0;0;0
commission;commission;commissione;手数料;comissão;комиссия;comisión;0;0;0;0;0;0;0;1
commissioner;le commissaire;commissario;コミッショナー;comissário;уполномоченный;notario;0;0;0;0;0;0;0;0
commit;commettre;commettere;コミット;cometer;совершить;cometer;0;0;0;0;0;0;0;0
committal;incarcération;committal;コミット;compromisso;совершение;compromiso;0;0;0;0;0;1;0;0
committed;engagé;impegnata;コミットした;comprometido;привержен;comprometido;0;0;0;0;0;0;0;1
committee;Comité;Comitato;委員会;comitê;комитет;comité;0;0;0;0;0;0;0;1
commodity;marchandise;merce;商品;mercadoria;товар;mercancía;0;0;0;0;0;0;0;0
commodore;commodore;commodoro;コモア;comodoro;коммодор;comodoro;0;0;0;0;0;0;0;1
common;commun;Comune;一般;comum;общий;común;0;0;0;0;0;0;0;0
commonly;communément;comunemente;一般的に;comumente;обычно;comúnmente;0;0;0;0;0;0;0;0
commonplace;banal;luogo comune;普段の;comum;банальность;vulgar;0;1;0;0;0;0;0;1
commons;Chambre des communes;popolo;コモンズ;bens comuns;Обще;los comunes;0;0;0;0;0;0;0;0
commonwealth;Commonwealth;repubblica;連邦;comunidade;содружество;mancomunidad;0;0;0;0;0;0;0;1
commotion;agitation;confusione;騒ぎ;comoção;заваруха;conmoción;1;0;0;0;0;0;0;0
commune;commune;comune;コミューン;comuna;коммуна;comuna;0;0;0;0;0;0;0;0
communicable;transmissible;comunicabile;通信可能な;transmissível;коммуникабельный;comunicable;0;0;0;0;0;0;0;0
communicate;communiquer;comunicare;通信する;comunicar;общаться;comunicar;0;0;0;0;0;0;0;1
communication;la communication;comunicazione;コミュニケーション;comunicação;связь;comunicación;0;0;0;0;0;0;0;1
communicative;communicatif;comunicativo;コミュニケーション的;comunicativo;коммуникативный;comunicativo;0;0;0;0;0;0;0;0
communion;communion;comunione;聖体拝領;comunhão;общение;comunión;0;0;0;0;1;0;0;1
communism;communisme;comunismo;共産主義;O comunismo;коммунизм;comunismo;1;0;0;1;0;1;0;0
communist;communiste;comunista;共産主義者;comunista;коммунист;comunista;0;0;0;0;0;0;0;0
community;communauté;Comunità;コミュニティ;comunidade;сообщество;comunidad;0;0;0;0;0;0;0;0
commutation;commutation;commutazione;転流;comutação;коммутация;conmutación;0;0;0;0;0;0;0;0
commutative;commutatif;commutativo;可換;comutativo;коммутативной;conmutativo;0;0;0;0;0;0;0;0
commute;commuer;commutare;通勤する;comutar;ездить;conmutar;0;0;0;0;0;0;0;0
commuter;navetteur;pendolare;通勤者;passageiro;пригородный;viajero diario al trabajo;0;0;0;0;0;0;0;0
compact;compact;compatto;コンパクト;compactar;компактный;compacto;0;0;0;0;0;0;0;1
compaction;compactage;compattazione;圧縮;compactação;уплотнение;compactación;0;0;0;0;0;0;0;0
compactness;compacité;compattezza;コンパクトさ;compacidade;компактность;compacidad;0;0;0;0;0;0;0;0
companion;un compagnon;compagno;コンパニオン;companheiro;компаньон;compañero;0;0;0;0;1;0;0;1
companionship;camaraderie;compagnia;仲間;companhia;общение;compañerismo;0;0;0;0;0;0;0;0
company;compagnie;azienda;会社;empresa;Компания;empresa;0;0;0;0;0;0;0;0
comparable;comparable;comparabile;匹敵します;comparável;сравнимый;comparable;0;0;0;0;0;0;0;0
comparative;comparatif;comparativo;比較;comparativo;Сравнительная степень;comparativo;0;0;0;0;0;0;0;0
comparatively;relativement;comparativamente;比較的;comparativamente;сравнительно;relativamente;0;0;0;0;0;0;0;0
comparison;Comparaison;confronto;比較;comparação;сравнение;comparación;0;0;0;0;0;0;0;0
compartment;compartiment;scomparto;区画;compartimento;отсек;compartimiento;0;0;0;0;0;0;0;0
compass;boussole;bussola;コンパス;bússola;компас;Brújula;0;0;0;0;0;0;0;1
compassion;la compassion;compassione;思いやり;compaixão;сострадание;compasión;0;0;0;1;0;0;0;0
compassionate;compatissant;compassionevole;思いやりのある;compassivo;сострадательный;compasivo;0;0;0;0;0;0;0;0
compatibility;compatibilité;Compatibilità;互換性;compatibilidade;совместимость;compatibilidad;0;0;0;0;0;0;0;0
compatible;compatible;compatibile;互換性のある;compatível;совместимый;compatible;0;0;0;0;0;0;0;0
compel;contraindre;costringere;強います;obrigar;принуждать;obligar;0;0;0;0;0;0;0;0
compelled;contraint;costretto;強制された;obrigado;вынужденный;obligado;0;0;0;0;0;0;0;0
compelling;irrésistible;avvincente;説得力のある;atraente;неотразимый;irresistible;0;0;0;0;0;0;0;0
compendium;compendium;compendio;大要;compêndio;компендиум;compendio;0;0;0;0;0;0;0;0
compensate;compenser;compensare;補償する;compensar;компенсировать;compensar;0;1;0;0;1;0;1;1
compensation;compensation;compensazione;補償;compensação;компенсация;compensación;0;0;0;0;0;0;0;0
compensatory;compensatoire;compensativo;代償;compensatório;компенсационный;compensatorio;0;0;0;0;0;0;0;0
competence;compétence;competenza;能力;competência;компетентность;competencia;0;0;0;0;0;0;0;1
competency;compétence;competenza;コンピテンシー;competência;правомочность;competencia;0;0;0;0;0;0;0;1
competent;compétent;competente;有能な;competente;компетентный;competente;0;0;0;0;0;0;0;1
competition;compétition;concorrenza;コンペ;concorrência;соревнование;competencia;0;1;0;0;0;0;0;0
competitive;compétitif;competitivo;競争する;competitivo;конкурентоспособный;competitivo;0;0;0;0;0;0;0;0
competitor;concurrent;concorrente;競合他社;concorrente;конкурент;competidor;0;0;0;0;0;0;0;0
compilation;compilation;compilazione;コンパイル;compilação;сборник;Compilacion;0;0;0;0;0;0;0;0
compile;compiler;compilare;コンパイル;compilar;компилировать;compilar;0;0;0;0;0;0;0;0
complacency;complaisance;compiacimento;自己満足;complacência;самодовольство;complacencia;0;0;0;0;0;0;0;0
complacent;complaisant;compiaciuto;満足している;complacente;самодовольный;suficiente;0;0;0;0;0;0;0;0
complain;se plaindre;lamentarsi;文句を言う;reclamar;жаловаться;quejar;1;0;0;0;0;1;0;0
complaint;plainte;denuncia;苦情;queixa;жалоба;queja;1;0;0;0;0;0;0;0
complement;complément;complemento;補体;complemento;дополнение;complemento;0;1;0;0;1;0;1;1
complementary;complémentaire;complementare;相補的な;complementar;дополнительный;complementario;0;0;0;0;0;0;0;0
completed;terminé;completato;完成した;completado;завершено;terminado;0;0;0;0;0;0;0;0
completely;complètement;completamente;完全に;completamente;полностью;completamente;0;0;0;0;0;0;0;0
completeness;complétude;completezza;完全;completude;полнота;lo completo;0;0;0;0;0;0;0;0
completing;compléter;completando;完了;completando;комплектующие;completando;0;1;0;0;1;0;0;0
completion;achèvement;completamento;完了;conclusão;завершение;terminación;0;1;0;0;1;0;0;0
complex;complexe;complesso;複合体;complexo;сложный;complejo;0;0;0;0;0;0;0;0
complexed;complexé;complessato;錯化された;complexo;в комплекс;complejado;0;0;0;0;0;0;0;0
complexion;complexion;carnagione;顔色;complexion;цвет лица;tez;0;0;0;0;0;0;0;0
complexity;complexité;complessità;複雑;complexidade;сложность;complejidad;0;0;0;0;0;0;0;0
compliance;conformité;conformità;コンプライアンス;conformidade;соблюдение;conformidad;0;0;0;0;0;0;0;1
compliant;conforme;conforme;準拠する;compatível;уступчивый;obediente;0;0;0;0;0;0;0;0
complicate;compliquer;complicato;複雑にする;complicar;усложнять;complicar;1;0;0;0;0;0;0;0
complicated;compliqué;complicato;複雑な;complicado;сложно;Complicado;0;0;0;0;0;0;0;0
complication;complication;complicazione;合併症;complicação;усложнение;complicación;0;0;0;0;0;0;0;0
complicity;complicité;complicità;共謀;cumplicidade;соучастие;complicidad;0;0;0;0;0;0;0;0
compliment;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;1;0;0;1;0;1;1
comply;se conformer;soddisfare;遵守する;cumprir;соблюдать;cumplir;0;0;0;0;0;0;0;0
complying;se conformer;conforme;準拠する;cumprindo;соблюдение;cumpliendo;0;0;0;0;0;0;0;0
compo;compo;compo;コンポ;compo;компо;compo;0;0;0;0;0;0;0;0
component;composant;componente;成分;componente;компонент;componente;0;0;0;0;0;0;0;0
compose;composer;comporre;合成する;compor;составить;componer;0;0;0;0;0;0;0;0
composed;composé;composto;構成された;composto;состоящий;compuesto;0;0;0;0;0;0;0;0
composer;compositeur;compositore;作曲家;compositor;композитор;compositor;0;0;0;0;0;0;0;0
composite;composite;composito;複合;composto;композитный;compuesto;0;0;0;0;0;0;0;0
composition;composition;composizione;組成;composição;состав;composición;0;0;0;0;0;0;0;0
compost;compost;concime;堆肥;composto;компост;compost;0;0;1;0;0;0;0;0
composure;calme;compostezza;落ち着き;compostura;хладнокровие;calma;0;0;0;0;0;0;0;0
compound;composé;composto;化合物;composto;соединение;compuesto;0;0;0;0;0;0;0;0
comprehend;comprendre;comprendere;理解する;compreender;постигать;comprender;0;0;0;0;0;0;0;0
comprehension;compréhension;comprensione;理解;compreensão;понимание;comprensión;0;0;0;0;0;0;0;0
comprehensive;complet;globale;包括的な;compreensivo;комплексный;exhaustivo;0;0;0;0;0;0;0;0
compress;compresse;comprimere;圧縮する;comprimir;компресс;comprimir;1;0;0;0;0;0;0;0
compressed;comprimé;compresso;圧縮された;comprimido;сжатый;comprimido;0;0;0;0;0;0;0;0
compressible;compressible;comprimibile;圧縮可能な;compressível;сжимающийся;compresible;0;0;0;0;0;0;0;0
compression;compression;compressione;圧縮;compressão;компрессия;compresión;0;0;0;0;0;0;0;0
comprise;comprendre;comprendere;含む;compreender;включать;comprender;0;0;0;0;0;0;0;0
compromise;faire des compromis;compromesso;妥協;compromisso;компромисс;compromiso;0;0;0;0;0;0;0;0
comptroller;contrôleur;controllore;従業員;inspetor;контролер;contralor;0;0;0;0;0;0;0;1
compulsion;compulsion;costrizione;強制;compulsão;принуждение;compulsión;1;0;0;0;0;0;0;0
compulsory;obligatoire;obbligatorio;強制;obrigatório;обязательное;obligatorio;0;0;0;0;0;0;0;0
computable;calculable;calcolabile;計算可能な;computável;вычислимая;calculable;0;0;0;0;0;0;0;0
computation;calcul;calcolo;計算;computação;вычисление;cálculo;0;0;0;0;0;0;0;0
compute;calculer;calcolare;計算する;calcular;вычисление;calcular;0;0;0;0;0;0;0;0
computer;ordinateur;computer;コンピューター;computador;компьютер;computadora;0;0;0;0;0;0;0;0
comrade;camarade;compagno;同志;camarada;товарищ;camarada;0;0;0;0;0;0;0;1
con;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
